Year,m,d,Time,Time zone,Cloud amount (1/8),Pressure (msl) (hPa),Relative humidity (%),Precipitation intensity (mm/h),Snow depth (cm),Air temperature (degC),Dew-point temperature (degC),Horizontal visibility (m),Wind direction (deg),Gust speed (m/s),Wind speed (m/s)
2017,1,9,15:00,UTC,,992.2,75,0,48,-1.9,-5.8,,275,9.4,4.8
2017,1,9,16:00,UTC,,992.8,75,0,48,-2.8,-6.5,,263,5.7,2.9
2017,1,9,17:00,UTC,,993.7,81,0,48,-3.2,-6,,261,6,3.2
2017,1,9,18:00,UTC,,994.6,91,0,47,-4,-5.3,,249,5.5,3.3
2017,1,9,19:00,UTC,,995.4,94,1.4,47,-4.2,-5,,256,4,1.9
2017,1,9,20:00,UTC,,995.9,95,0,47,-5.8,-6.4,,93,1.9,1.2
2017,1,9,21:00,UTC,,995.8,96,0,49,-8.3,-8.8,,243,6,2.7
2017,1,9,22:00,UTC,,996.5,87,0,48,-4.9,-6.8,,234,6.6,3.5
2017,1,9,23:00,UTC,,997,91,0,49,-4.3,-5.5,,245,6.1,3.6
2017,1,10,00:00,UTC,,997.3,94,0,50,-4.7,-5.6,,233,4.2,2.6
2017,1,10,01:00,UTC,,997.6,90,0,50,-6.9,-8.3,,230,4.6,2.4
2017,1,10,02:00,UTC,,998.1,93,0,49,-7.9,-8.8,,90,1.6,1.2
2017,1,10,03:00,UTC,,998.2,91,0,49,-8.1,-9.3,,232,4.9,3.1
2017,1,10,04:00,UTC,,998.3,92,0,49,-10.1,-11.2,,223,3.9,1.4
2017,1,10,05:00,UTC,,998.7,91,0,49,-10.7,-11.9,,229,4,2.5
2017,1,10,06:00,UTC,,998.9,93,0,50,-9.9,-10.8,,241,4.9,3.3
2017,1,10,07:00,UTC,,999.8,82,0,49,-7.5,-10,,206,4.9,3.3
2017,1,10,08:00,UTC,,999.7,85,0,49,-11.5,-13.5,,242,2.9,2
2017,1,10,09:00,UTC,,1000.3,91,0,49,-14.6,-15.7,,194,2,1.2
2017,1,10,10:00,UTC,,1000.8,89,0,49,-17,-18.4,,189,1,0.6
2017,1,10,11:00,UTC,,1000.8,87,0,49,-18.7,-20.4,,40,1.5,0.7
2017,1,10,12:00,UTC,,1001,86,0,49,-19.4,-21.2,,115,1.8,0.6
2017,1,10,13:00,UTC,,1001,84,0,49,-20.5,-22.5,,0,0,0
2017,1,10,14:00,UTC,,1001.5,84,0,49,-21.4,-23.4,,274,1.7,0.9
2017,1,10,15:00,UTC,,1001.2,86,0,49,-19.6,-21.4,,265,1.8,1
2017,1,10,16:00,UTC,,1000.6,86,0,49,-19.9,-21.7,,0,0,0
2017,1,10,17:00,UTC,,999.9,86,0,49,-19.5,-21.3,,260,1.4,0.8
2017,1,10,18:00,UTC,,999.7,86,0,49,-19,-20.7,,235,1.3,0.8
2017,1,10,19:00,UTC,,999.3,87,0,49,-18.9,-20.5,,192,1.2,0.6
2017,1,10,20:00,UTC,,998.1,88,0,49,-17.3,-18.8,,341,1.6,0.7
2017,1,10,21:00,UTC,,997.4,89,0,49,-15.7,-17.1,,0,0,0
2017,1,10,22:00,UTC,,996.1,89,1,49,-15.2,-16.6,,260,1.1,0.6
2017,1,10,23:00,UTC,,994.4,90,0,49,-14.5,-15.8,,0,0,0
2017,1,11,00:00,UTC,,992.5,90,0.5,51,-13.9,-15.2,,0,0,0
2017,1,11,01:00,UTC,,990.6,91,1.3,50,-13.4,-14.6,,0,0,0
2017,1,11,02:00,UTC,,989.3,91,1.5,51,-12.5,-13.6,,0,0,0
2017,1,11,03:00,UTC,,987.7,92,0,51,-11.8,-12.8,,235,2.6,1.4
2017,1,11,04:00,UTC,,986.4,93,0,51,-10.1,-11,,0,0,0
2017,1,11,05:00,UTC,,985.1,92,0,51,-7.7,-8.8,,198,4.3,2.1
2017,1,11,06:00,UTC,,983.8,87,0,51,-7.6,-9.4,,167,4.5,2.2
2017,1,11,07:00,UTC,,983.1,91,0,51,-7.9,-9.1,,179,4.5,3.4
2017,1,11,08:00,UTC,,982.3,91,0,51,-8,-9.3,,175,2.8,1.6
2017,1,11,09:00,UTC,,981.7,92,0,51,-8,-9,,178,2.7,1.6
2017,1,11,10:00,UTC,,981.2,91,0,51,-7.8,-9,,172,1.6,0.6
2017,1,11,11:00,UTC,,980.6,93,1.7,51,-8,-8.9,,0,0,0
2017,1,11,12:00,UTC,,980.4,93,0,52,-8.2,-9.1,,263,1.1,0.6
2017,1,11,13:00,UTC,,980.1,93,0.2,53,-8.2,-9.1,,0,0,0
2017,1,11,14:00,UTC,,980,93,0,53,-8.3,-9.2,,273,1.2,0.7
2017,1,11,15:00,UTC,,979.7,93,0,52,-9.6,-10.5,,0,0,0
2017,1,11,16:00,UTC,,979.7,94,0,52,-8.6,-9.3,,268,2.5,1.7
2017,1,11,17:00,UTC,,980,94,0,52,-8.3,-9.1,,255,1.5,0.9
2017,1,11,18:00,UTC,,980.1,93,0,52,-8.4,-9.3,,225,1,0.5
2017,1,11,19:00,UTC,,980.4,93,0,52,-8.1,-9,,244,1.8,1
2017,1,11,20:00,UTC,,981,92,0,52,-7.8,-8.9,,287,1.1,0.5
2017,1,11,21:00,UTC,,981.2,92,0,52,-7.4,-8.5,,0,0,0
2017,1,11,22:00,UTC,,981.7,92,0,52,-7.2,-8.3,,281,1.4,0.8
2017,1,11,23:00,UTC,,982.1,92,0,52,-7.5,-8.6,,131,0.8,0.5
2017,1,12,00:00,UTC,,982.8,93,0,52,-7.3,-8.3,,254,1.8,1
2017,1,12,01:00,UTC,,983.2,92,0,52,-7.6,-8.7,,243,2.2,1.4
2017,1,12,02:00,UTC,,983.3,92,0,52,-7.1,-8.2,,265,2.6,1.2
2017,1,12,03:00,UTC,,983.4,92,0,52,-6.6,-7.6,,0,0,0
2017,1,12,04:00,UTC,,983.5,92,0,52,-6.1,-7.2,,0,0,0
2017,1,12,05:00,UTC,,983.6,93,0,52,-6.1,-7.1,,223,1.3,0.6
2017,1,12,06:00,UTC,,984,93,0,52,-5.8,-6.7,,91,1.2,0.7
2017,1,12,07:00,UTC,,984.1,90,0,52,-0.5,-1.9,,207,4.6,2.1
2017,1,12,08:00,UTC,,984.6,91,0,51,-0.7,-2,,189,6.3,3.2
2017,1,12,09:00,UTC,,984.6,91,1,52,-0.9,-2.1,,188,6.3,3.1
2017,1,12,10:00,UTC,,984.6,89,0,52,-1.2,-2.8,,205,5.8,2.8
2017,1,12,11:00,UTC,,985.1,86,0,52,-1.4,-3.4,,209,7.3,3.6
2017,1,12,12:00,UTC,,985.3,87,0,52,-2.5,-4.5,,192,10.9,4.2
2017,1,12,13:00,UTC,,985.7,83,0,52,-2.8,-5.4,,183,7.4,4
2017,1,12,14:00,UTC,,986,83,0,52,-3.2,-5.7,,197,6.2,2.2
2017,1,12,15:00,UTC,,986.3,83,0,52,-3.9,-6.4,,218,7.8,4.8
2017,1,12,16:00,UTC,,986.5,84,0,51,-4.4,-6.7,,190,6.8,3.4
2017,1,12,17:00,UTC,,987,83,0,51,-5.3,-7.8,,212,5.9,2.8
2017,1,12,18:00,UTC,,987.2,81,0,51,-5.4,-8.1,,216,8.5,4.8
2017,1,12,19:00,UTC,,987.4,80,0,51,-6,-8.9,,242,7.1,3.7
2017,1,12,20:00,UTC,,987.5,84,0,51,-6.3,-8.5,,209,7.3,2.7
2017,1,12,21:00,UTC,,987.6,84,0,51,-6.1,-8.4,,183,9.4,5.6
2017,1,12,22:00,UTC,,987.8,84,0,51,-6.2,-8.5,,185,8.6,4.8
2017,1,12,23:00,UTC,,988.3,84,0,51,-6.2,-8.6,,222,6.6,2.2
2017,1,13,00:00,UTC,,988.5,83,0,51,-6.2,-8.6,,218,3.9,1.3
2017,1,13,01:00,UTC,,988.4,83,0,51,-5.8,-8.2,,187,8,3.1
2017,1,13,02:00,UTC,,988.2,84,0,51,-6.2,-8.4,,211,2.6,1.1
