Year,m,d,Time,Time zone,Cloud amount (1/8),Pressure (msl) (hPa),Relative humidity (%),Precipitation intensity (mm/h),Snow depth (cm),Air temperature (degC),Dew-point temperature (degC),Horizontal visibility (m),Wind direction (deg),Gust speed (m/s),Wind speed (m/s)
2017,1,11,04:00,UTC,,1007.9,91,,,0.7,-0.6,,194,18.2,15.1
2017,1,11,05:00,UTC,,1006.9,91,,,0.6,-0.7,,194,18.6,16.2
2017,1,11,06:00,UTC,,1006,91,,,0.6,-0.7,,188,17.3,14.5
2017,1,11,07:00,UTC,,1005.2,92,,,0.5,-0.6,,183,17.4,14.5
2017,1,11,08:00,UTC,,1004.6,90,,,0.8,-0.6,,189,19.4,15.2
2017,1,11,09:00,UTC,,1004,88,,,0.7,-1.1,,187,20.6,16.5
2017,1,11,10:00,UTC,,1003,86,,,0.3,-1.8,,184,19.1,16.4
2017,1,11,11:00,UTC,,1001.9,87,,,0,-2,,184,18.9,16.3
2017,1,11,12:00,UTC,,1001.2,87,,,-0.7,-2.6,,180,19.5,16.5
2017,1,11,13:00,UTC,,1000.3,88,,,-1.4,-3.1,,174,21.4,17.4
2017,1,11,14:00,UTC,,999,85,,,-1.5,-3.7,,178,20.6,17.9
2017,1,11,15:00,UTC,,997.9,78,,,-2,-5.3,,171,19.8,16.9
2017,1,11,16:00,UTC,,995.7,73,,,-1.1,-5.3,,169,23.2,19.4
2017,1,11,17:00,UTC,,994,73,,,-1.3,-5.4,,164,25,21.4
2017,1,11,18:00,UTC,,992.9,74,,,-1.1,-5.2,,168,26.9,22.5
2017,1,11,19:00,UTC,,992.2,75,,,-1,-4.9,,165,28.5,24.8
2017,1,11,20:00,UTC,,991.3,72,,,-0.7,-5.1,,168,28.7,24.5
2017,1,11,21:00,UTC,,990.9,68,,,-0.7,-5.9,,175,27.9,22.5
2017,1,11,22:00,UTC,,990,69,,,-1,-5.9,,178,27.4,22.6
2017,1,11,23:00,UTC,,989.9,75,,,-0.9,-4.8,,176,24.7,19.6
2017,1,12,00:00,UTC,,988.8,72,,,-1,-5.4,,171,25.1,21.5
2017,1,12,01:00,UTC,,988.2,77,,,-1.5,-5,,170,27.7,22.8
2017,1,12,02:00,UTC,,987.5,78,,,-1.7,-5,,168,26.7,22.3
2017,1,12,03:00,UTC,,986.6,81,,,-1.9,-4.6,,171,27.3,23.1
2017,1,12,04:00,UTC,,985.8,82,,,-2,-4.6,,169,28.2,23.4
2017,1,12,05:00,UTC,,985.6,86,,,-1.8,-3.9,,170,28,23.4
2017,1,12,06:00,UTC,,985.1,85,,,-2.1,-4.3,,169,28.6,24.8
2017,1,12,07:00,UTC,,985.1,86,,,-2.1,-4.1,,169,28.5,23.4
2017,1,12,08:00,UTC,,984.9,87,,,-2,-3.9,,170,26.9,22.6
2017,1,12,09:00,UTC,,985.3,89,,,-1.5,-3.1,,169,26.6,21.6
2017,1,12,10:00,UTC,,985.4,90,,,-1.3,-2.8,,170,24.2,20.1
2017,1,12,11:00,UTC,,985.1,97,,,-1.5,-1.9,,170,24,20.2
2017,1,12,12:00,UTC,,985,93,,,-1.2,-2.2,,169,22.9,19.3
2017,1,12,13:00,UTC,,985.1,93,,,-1.2,-2.1,,164,22.6,19
2017,1,12,14:00,UTC,,984.9,98,,,-0.9,-1.2,,166,21.5,18.7
2017,1,12,15:00,UTC,,984.7,97,,,-0.6,-0.9,,167,19.9,16.9
2017,1,12,16:00,UTC,,984.5,98,,,-0.4,-0.6,,165,19.8,17.7
2017,1,12,17:00,UTC,,984.3,99,,,-0.1,-0.2,,161,17.5,15.6
2017,1,12,18:00,UTC,,983.9,98,,,0.1,-0.2,,163,17.6,15.4
2017,1,12,19:00,UTC,,983.1,97,,,0.4,-0.1,,158,17.4,15.5
